id,input,output
205.0,"Markers are used in clinical applications to indicate normal versus pathogenic biological processes, and assess responses  to  therapeutic  interventions.","[{'entity1': 'Markers', 'relationship': 'used', 'entity2': 'clinical applications'}, {'entity1': 'Markers', 'relationship': 'indicate', 'entity2': 'normal versus pathogenic biological processes'}, {'entity1': 'Markers', 'relationship': 'assess', 'entity2': 'responses to therapeutic interventions'}]"
206.0,"Neutrophils target microorganisms in the body, can also damage host cells and tissues [74]. Neutrophils are key mediators of the inflammatory response, and program antigen presenting cells to activate T cells and release localized factors to attract monocytes and dendritic cells [7].","[{'entity1': 'Neutrophils', 'relationship': 'target', 'entity2': 'microorganisms'}, {'entity1': 'Neutrophils', 'relationship': 'damage', 'entity2': 'host cells and tissues'}, {'entity1': 'Neutrophils', 'relationship': 'mediators', 'entity2': 'inflammatory response'}, {'entity1': 'Neutrophils', 'relationship': 'program', 'entity2': 'antigen presenting cells'}]"
207.0,"Macrophages are important components of the mononuclear phagocyte system, and are critical in inflammation initiation, maintenance, and resolution [75]. During inflammation, macrophages present antigens, undergo phagocytosis, and modulate the immune response by producing cytokines and growth factors.","[{'entity1': 'Macrophages', 'relationship': 'components', 'entity2': 'mononuclear phagocyte system'}, {'entity1': 'Macrophages', 'relationship': 'critical', 'entity2': 'inflammation initiation'}, {'entity1': 'Macrophages', 'relationship': 'critical', 'entity2': 'inflammation maintenance'}, {'entity1': 'Macrophages', 'relationship': 'critical', 'entity2': 'inflammation resolution'}, {'entity1': 'macrophages', 'relationship': 'present', 'entity2': 'antigens'}, {'entity1': 'macrophages', 'relationship': 'undergo', 'entity2': 'phagocytosis'}, {'entity1': 'macrophages', 'relationship': 'modulate', 'entity2': 'immune response'}]"
208.0,"Mast cells, which reside in connective tissue matrices and on epithelial surfaces, are effector cells that initiate inflammatory responses. Activated mast cell release a variety of inflammatory mediators, including cytokines, chemokines, histamine, proteases, prostaglandins, leukotrienes, and serglycin proteoglycans [76].","[{'entity1': 'Mast cells', 'relationship': 'initiate', 'entity2': 'inflammatory responses'}, {'entity1': 'Activated mast cell', 'relationship': 'release', 'entity2': 'inflammatory mediators'}]"
209.0,"Multiple groups have demonstrated that platelets impact inflammatory processes, from atherosclerosis to infection. Platelet interactions with inflammatory cells may mediate pro-inflammatory outcomes. The acute phase response (APR) is the earliest response to infection or injury, and some studies have indicated that platelets induce the APR [77].","[{'entity1': 'platelets', 'relationship': 'impact', 'entity2': 'inflammatory processes'}, {'entity1': 'Platelet interactions', 'relationship': 'mediate', 'entity2': 'pro-inflammatory outcomes'}, {'entity1': 'platelets', 'relationship': 'induce', 'entity2': 'acute phase response'}]"
210.0,"To prevent progression from acute inflammation to persistent, chronic inflammation, the inflammatory response must be suppressed to prevent additional tissue damage. Inflammation resolution is a well-managed process involving the spatially- and temporally-controlled production of mediators, during which chemokine gradients are diluted over time.","[{'entity1': 'inflammatory response', 'relationship': 'prevent progression', 'entity2': 'chronic inflammation'}, {'entity1': 'inflammatory response', 'relationship': 'suppressed', 'entity2': 'additional tissue damage'}, {'entity1': 'Inflammation resolution', 'relationship': 'process', 'entity2': 'production of mediators'}]"
211.0,"Chronic inflammation occurs when acute inflammatory mechanisms fail to eliminate tissue injury [81], and may lead to a host of diseases, such as cardiovascular diseases, atherosclerosis, type 2 diabetes, rheumatoid arthritis, and cancers [82]. ","[{'entity1': 'Chronic inflammation', 'relationship': 'occurs', 'entity2': 'acute inflammatory mechanisms fail'}, {'entity1': 'Chronic inflammation', 'relationship': 'lead to', 'entity2': 'diseases'}]"
212.0,"It is estimated that some 15% of human cancers are associated with chronic infection and inflammation [83]. Acute and chronic inflammation-mediated tissue injury is observed in many organ systems, including the heart, pancreas, liver, kidney, lung, brain, intestinal tract, and reproductive system.","[{'entity1': 'human cancers', 'relationship': 'associated', 'entity2': 'chronic infection and inflammation'}, {'entity1': 'Acute and chronic inflammation', 'relationship': 'mediated', 'entity2': 'tissue injury'}]"
213.0,"Pancreatitis, caused by pancreatic duct obstruction,  trypsinogen  gene  mutation,  or  alcoholism, is an inflammatory disease of the pancreas [117].","[{'entity1': 'Pancreatitis', 'relationship': 'caused by', 'entity2': 'pancreatic duct obstruction'}, {'entity1': 'Pancreatitis', 'relationship': 'caused by', 'entity2': 'trypsinogen gene mutation'}, {'entity1': 'Pancreatitis', 'relationship': 'caused by', 'entity2': 'alcoholism'}, {'entity1': 'Pancreatitis', 'relationship': 'is', 'entity2': 'an inflammatory disease of the pancreas'}]"
214.0,There is a strong link between antecedent CP and PC,"[{'entity1': 'antecedent CP', 'relationship': 'link', 'entity2': 'PC'}]"
215.0,"Inflammation in the liver protects this organ from infection and injury, but excessive inflammation may lead to extensive loss of hepatocytes, ischemia-reperfusion injury, metabolic alterations, and eventually permanent hepatic damage","[{'entity1': 'Inflammation in the liver', 'relationship': 'protects', 'entity2': 'this organ'}, {'entity1': 'excessive inflammation', 'relationship': 'may lead to', 'entity2': 'extensive loss of hepatocytes'}, {'entity1': 'excessive inflammation', 'relationship': 'may lead to', 'entity2': 'ischemia-reperfusion injury'}, {'entity1': 'excessive inflammation', 'relationship': 'may lead to', 'entity2': 'metabolic alterations'}, {'entity1': 'excessive inflammation', 'relationship': 'may lead to', 'entity2': 'eventually permanent hepatic damage'}]"
216.0,Approximately 90% of COPD cases are associated with cigarette smoking-induced inflammation in small airways and lung parenchyma,"[{'entity1': '90% of COPD cases', 'relationship': 'are associated with', 'entity2': 'cigarette smoking-induced inflammation in small airways and lung parenchyma'}]"
217.0,"Kidney inflammation contributes to progressive renal injury, which may lead to glomerulonephritis, end-stage renal disease, or acute or chronic kidney disease","[{'entity1': 'Kidney inflammation', 'relationship': 'contributes to', 'entity2': 'progressive renal injury'}, {'entity1': 'progressive renal injury', 'relationship': 'may lead to', 'entity2': 'glomerulonephritis'}, {'entity1': 'progressive renal injury', 'relationship': 'may lead to', 'entity2': 'end-stage renal disease'}, {'entity1': 'progressive renal injury', 'relationship': 'may lead to', 'entity2': 'acute or chronic kidney disease'}]"
218.0,"The complex, polygenetic inflammatory bowel diseases (IBDs) are characterized by an excessive inflammatory response to gut lumen microbial flora","[{'entity1': 'The complex, polygenetic inflammatory bowel diseases', 'relationship': 'are characterized by', 'entity2': 'an excessive inflammatory response to gut lumen microbial flora'}]"
219.0,"Inflammatory  responses  occur  in  the  brain  in many  central  nervous  system  (CNS)  diseases,  including  autoimmune  diseases,  neurodegenerative  diseases  like  Alzheimer’s  (AD)  and  Parkinson’s  disease  (PD),  and  epilepsy.","[{'entity1': 'Inflammatory responses', 'relationship': 'occur', 'entity2': 'brain'}, {'entity1': 'Inflammatory responses', 'relationship': 'occur', 'entity2': 'central nervous system diseases'}, {'entity1': 'central nervous system diseases', 'relationship': 'including', 'entity2': 'autoimmune diseases'}, {'entity1': 'central nervous system diseases', 'relationship': 'including', 'entity2': 'Alzheimer’s disease'}, {'entity1': 'central nervous system diseases', 'relationship': 'including', 'entity2': ""Parkinson's disease""}, {'entity1': 'central nervous system diseases', 'relationship': 'including', 'entity2': 'epilepsy'}]"
220.0,"Inflammation-associated  CNS  diseases  result  from  activation  of  the  brain’s  resident  immune  cells  and  microglia,  which  produce  pro-inflammatory  markers  [162].","[{'entity1': 'Inflammation-associated CNS diseases', 'relationship': 'result from', 'entity2': 'activation of brain resident immune cells and microglia'}, {'entity1': 'brain resident immune cells and microglia', 'relationship': 'produce', 'entity2': 'pro-inflammatory markers'}]"
221.0,These  inflammation  processes  also  involve  both  the  innate  and  adaptive immune systems and resemble immune responses  to  systemic  infection.,"[{'entity1': 'These inflammation processes', 'relationship': 'involve', 'entity2': 'innate immune system'}, {'entity1': 'These inflammation processes', 'relationship': 'involve', 'entity2': 'adaptive immune system'}, {'entity1': 'These inflammation processes', 'relationship': 'resemble', 'entity2': 'immune responses to systemic infection'}]"
222.0,Cytokines  and  TLRs  are  major  inflammatory  mediators  in  the  transition  between  innate  and adaptive.,"[{'entity1': 'Cytokines and TLRs', 'relationship': 'are', 'entity2': 'major inflammatory mediators'}, {'entity1': 'Cytokines and TLRs', 'relationship': 'in', 'entity2': 'transition between innate and adaptive immune system'}]"
223.0,Inflammatory responses in the CNS may also  be triggered by endogenous ligands recognized by TLRs.,"[{'entity1': 'Inflammatory responses in CNS', 'relationship': 'triggered by', 'entity2': 'endogenous ligands recognized by TLRs'}]"
224.0,"DAMPs,  such  as  heat-shock  proteins  and  extracellular  matrix degradation molecules, entering the brain through  a damaged blood-brain barrier may initiate inflammatory  responses.","[{'entity1': 'DAMPs like heat-shock proteins and extracellular matrix degradation molecules', 'relationship': 'entering', 'entity2': 'brain through damaged blood-brain barrier'}, {'entity1': 'DAMPs like heat-shock proteins and extracellular matrix degradation molecules', 'relationship': 'initiate', 'entity2': 'inflammatory responses'}]"
225.0,"The CNS  inflammatory  response  is  strong  in  reaction to both infectious agents and brain injury, such  as  tissue damage observed following ischemic, traumatic, or  excitotoxic brain injury, or seizure [160, 163, 164].","[{'entity1': 'CNS inflammatory response', 'relationship': 'strong reaction to', 'entity2': 'infectious agents'}, {'entity1': 'CNS inflammatory response', 'relationship': 'strong reaction to', 'entity2': 'brain injury'}, {'entity1': 'brain injury', 'relationship': 'such as', 'entity2': 'ischemic brain injury'}, {'entity1': 'brain injury', 'relationship': 'such as', 'entity2': 'traumatic brain injury'}, {'entity1': 'brain injury', 'relationship': 'such as', 'entity2': 'excitotoxic brain injury'}, {'entity1': 'brain injury', 'relationship': 'such as', 'entity2': 'seizure'}]"
226.0,Inflammation  is  frequently  a  key  element  in  the  pathological  progression  of  organ  disease.,"[{'entity1': 'Inflammation', 'relationship': 'key element in', 'entity2': 'pathological progression of organ disease'}]"
227.0,"Three  main  pathways,  NF-κB,  MAPK,  and  JAK-STAT,  play  major  roles in inflammation, and dysregulation of one or more  of these pathways may lead to inflammation-associated  disease.","[{'entity1': 'NF-kB, MAPK and JAK-STAT pathways', 'relationship': 'major roles', 'entity2': 'inflammation'}, {'entity1': 'dysregulation of NF-kB, MAPK and JAK-STAT pathways', 'relationship': 'lead to', 'entity2': 'inflammation-associated disease'}]"
228.0,"The  hallmarks  of  inflammation  are  observed  during  many  normal  reproductive  processes,  including  menstruation,  ovulation,  implantation,  and  parturition.","[{'entity1': 'hallmarks of inflammation', 'relationship': 'observed during', 'entity2': 'menstruation'}, {'entity1': 'hallmarks of inflammation', 'relationship': 'observed during', 'entity2': 'ovulation'}, {'entity1': 'hallmarks of inflammation', 'relationship': 'observed during', 'entity2': 'implantation'}, {'entity1': 'hallmarks of inflammation', 'relationship': 'observed during', 'entity2': 'parturition'}]"
229.0,Oxidative stress and redox regulation of lung inflammation in COPD.,"[{'entity1': 'Oxidative stress', 'relationship': 'regulation', 'entity2': 'lung inflammation'}, {'entity1': 'redox regulation', 'relationship': 'of', 'entity2': 'lung inflammation'}]"
230.0,Markers of myocardial damage and inflammation in relation to long-term mortality in unstable coronary artery disease.,"[{'entity1': 'Markers', 'relationship': 'relation', 'entity2': 'long-term mortality'}, {'entity1': 'Markers', 'relationship': 'of', 'entity2': 'myocardial damage and inflammation'}, {'entity1': 'unstable coronary artery disease', 'relationship': '', 'entity2': ''}]"
231.0,"Inflammation and the phenomenology, pathophysiology, comorbidity, and treatment of bipolar disorder.","[{'entity1': 'Inflammation', 'relationship': 'and', 'entity2': 'phenomenology, pathophysiology, comorbidity, treatment'}, {'entity1': 'Inflammation', 'relationship': '', 'entity2': 'bipolar disorder'}]"
